InvoiceNo,Quantity,InvoiceDate,UnitPrice,Country,Discount,ShippingCost,Category,ShipmentProvider,WarehouseLocation,NetRevenue
929395,2,20/05/2020 19:00,17.81,United Kingdom,0.3,25.87,Furniture,DHL,Berlin,24.934
167155,2,21/05/2020 21:00,48.24,United States,0.42,10.4,Accessories,UPS,Berlin,55.9584
452680,2,24/05/2020 19:00,80.26,United Kingdom,0.34,16.88,Apparel,UPS,Berlin,105.9432
260372,2,24/05/2020 22:00,6.13,Spain,0.06,5.09,Furniture,DHL,Berlin,11.5244
842849,2,1/06/2020 18:00,58.24,France,0.26,25.9,Apparel,UPS,Berlin,86.1952
195028,2,8/06/2020 00:00,62.58,Germany,0.41,19.87,Stationery,Royal Mail,Berlin,73.8444
877949,2,29/06/2020 22:00,56.65,Sweden,0.11,11.21,Furniture,UPS,Berlin,100.837
126616,2,9/09/2020 03:00,63.98,United Kingdom,0.17,12.55,Electronics,Royal Mail,Berlin,106.2068
623260,2,14/09/2020 20:00,76.25,Norway,0.25,24.22,Electronics,FedEx,Berlin,114.375
409509,2,10/10/2020 23:00,44.62,United States,0.09,24.5,Stationery,FedEx,Berlin,81.2084
656371,2,21/10/2020 03:00,95.4,Italy,0.47,24.39,Electronics,UPS,Berlin,101.124
703814,2,26/10/2020 22:00,39.49,Belgium,0.3,10.41,Electronics,DHL,Berlin,55.286
795385,2,17/11/2020 21:00,90.37,United Kingdom,0.14,6.39,Apparel,FedEx,Berlin,155.4364
519007,2,25/11/2020 04:00,61.33,Italy,0.09,25.83,Electronics,DHL,Berlin,111.6206
443154,2,27/11/2020 14:00,58.95,United States,0.18,7.22,Stationery,UPS,Berlin,96.678
622070,2,14/12/2020 01:00,81.39,Australia,0.27,8.91,Accessories,Royal Mail,Berlin,118.8294
149768,2,14/12/2020 16:00,9.29,France,0.41,20.58,Electronics,DHL,Berlin,10.9622
529069,2,18/12/2020 18:00,91.42,France,0.14,5.38,Stationery,Royal Mail,Berlin,157.2424
103089,2,24/12/2020 09:00,72.92,Germany,0.4,18.8,Accessories,Royal Mail,Berlin,87.504
196058,2,1/02/2021 11:00,20.61,Netherlands,0.08,11.84,Stationery,Royal Mail,Berlin,37.9224
130461,2,5/02/2021 20:00,27.29,Portugal,0.2,11.46,Accessories,UPS,Berlin,43.664
916117,2,7/02/2021 05:00,62.09,Netherlands,0.34,26.43,Accessories,Royal Mail,Berlin,81.9588
281062,2,8/02/2021 05:00,87.96,Netherlands,0.19,19.1,Electronics,Royal Mail,Berlin,142.4952
780611,2,13/02/2021 23:00,33.4,Netherlands,0.28,13.27,Electronics,UPS,Berlin,48.096
329937,2,15/03/2021 22:00,82.18,Germany,0,10.89,Stationery,DHL,Berlin,164.36
505123,2,21/03/2021 21:00,29.52,United Kingdom,0.14,21.28,Stationery,DHL,Berlin,50.7744
726652,2,28/03/2021 15:00,95.35,Netherlands,0.04,28.29,Electronics,FedEx,Berlin,183.072
703146,2,29/03/2021 13:00,83.32,Australia,0.33,28.19,Stationery,Royal Mail,Berlin,111.6488
465837,2,22/04/2021 19:00,14.1,Portugal,0.09,27.05,Furniture,Royal Mail,Berlin,25.662
190570,2,11/06/2021 12:00,79.83,Portugal,0.45,14.78,Electronics,DHL,Berlin,87.813
879521,2,23/06/2021 21:00,9.95,Australia,0.43,18.76,Apparel,UPS,Berlin,11.343
728468,2,7/07/2021 15:00,37.7,Netherlands,0.35,8.13,Stationery,DHL,Berlin,49.01
443288,2,8/07/2021 17:00,85.24,Australia,0.15,23.5,Apparel,DHL,Berlin,144.908
801506,2,21/07/2021 06:00,25.86,Australia,0.1,8.49,Apparel,UPS,Berlin,46.548
687371,2,20/08/2021 17:00,77.7,Norway,0.05,9.92,Accessories,UPS,Berlin,147.63
559567,2,10/10/2021 16:00,62.36,Sweden,0.4,29.71,Stationery,FedEx,Berlin,74.832
843470,2,20/10/2021 01:00,51.97,United Kingdom,0.12,8.33,Stationery,FedEx,Berlin,91.4672
286272,2,21/10/2021 13:00,50.16,Sweden,0.06,7.93,Stationery,Royal Mail,Berlin,94.3008
112823,2,21/10/2021 22:00,28.03,Norway,0.44,13.89,Furniture,FedEx,Berlin,31.3936
350476,2,22/10/2021 04:00,56.19,Norway,0,12.2,Electronics,UPS,Berlin,112.38
418457,2,22/11/2021 14:00,57.66,Italy,0.33,12.34,Apparel,Royal Mail,Berlin,77.2644
600228,2,5/12/2021 02:00,78.53,France,0.17,16.34,Electronics,FedEx,Berlin,130.3598
692879,2,17/12/2021 03:00,50.96,Netherlands,0.1,17.03,Furniture,DHL,Berlin,91.728
955824,2,30/12/2021 05:00,93.73,Italy,0.09,22.64,Stationery,FedEx,Berlin,170.5886
899093,2,30/12/2021 06:00,50.89,Belgium,0.36,10.74,Apparel,DHL,Berlin,65.1392
628883,2,16/01/2022 17:00,4.9,Australia,0.13,28.91,Accessories,UPS,Berlin,8.526
794199,2,22/01/2022 22:00,28.12,Australia,0.15,5.81,Apparel,Royal Mail,Berlin,47.804
532525,2,14/02/2022 08:00,5.34,Belgium,0.12,14.37,Accessories,Royal Mail,Berlin,9.3984
443190,2,7/03/2022 22:00,53.99,Norway,0.42,23.21,Stationery,UPS,Berlin,62.6284
995643,2,21/03/2022 20:00,37.6,Germany,0.27,14.44,Stationery,Royal Mail,Berlin,54.896
874426,2,9/04/2022 19:00,76.49,France,0.48,22.71,Stationery,UPS,Berlin,79.5496
543108,2,1/05/2022 23:00,93.04,Portugal,0.49,29.7,Electronics,Royal Mail,Berlin,94.9008
565718,2,12/05/2022 01:00,56.7,United Kingdom,0.24,13.85,Accessories,UPS,Berlin,86.184
295552,2,13/05/2022 01:00,52.84,United States,0.14,12.68,Furniture,FedEx,Berlin,90.8848
828871,2,24/05/2022 08:00,95.12,Norway,0.04,25.67,Accessories,FedEx,Berlin,182.6304
172663,2,3/06/2022 14:00,72.23,Italy,0.39,9.17,Apparel,DHL,Berlin,88.1206
265926,2,6/06/2022 18:00,48.2,Australia,0.38,25.27,Accessories,Royal Mail,Berlin,59.768
503564,2,7/06/2022 14:00,23.09,France,0.34,18.59,Apparel,FedEx,Berlin,30.4788
312736,2,9/06/2022 12:00,34.63,Italy,0.21,14.8,Accessories,FedEx,Berlin,54.7154
862405,2,17/06/2022 11:00,67.05,Germany,0.32,24.62,Electronics,DHL,Berlin,91.188
587677,2,27/06/2022 10:00,52.5,Norway,0.36,18.98,Accessories,Royal Mail,Berlin,67.2
228476,2,2/07/2022 12:00,43.05,France,0.17,13.89,Accessories,UPS,Berlin,71.463
658382,2,24/07/2022 12:00,76.9,United Kingdom,0.38,7.36,Accessories,Royal Mail,Berlin,95.356
697143,2,31/07/2022 20:00,19.54,Germany,0.36,11.82,Stationery,UPS,Berlin,25.0112
850377,2,4/08/2022 22:00,82.95,Sweden,0.21,14.86,Electronics,DHL,Berlin,131.061
282378,2,26/08/2022 17:00,75.55,Australia,0.37,20.22,Apparel,DHL,Berlin,95.193
489301,2,2/09/2022 07:00,64.34,Belgium,0.25,6.31,Furniture,UPS,Berlin,96.51
418581,2,16/09/2022 03:00,71.85,Germany,0.47,8.08,Apparel,UPS,Berlin,76.161
399623,2,25/09/2022 14:00,69.62,United States,0.43,17.86,Electronics,UPS,Berlin,79.3668
309843,2,25/09/2022 15:00,31.46,Sweden,0.36,13.08,Accessories,FedEx,Berlin,40.2688
653634,2,13/12/2022 08:00,73.78,Australia,0.29,9.06,Electronics,UPS,Berlin,104.7676
103159,2,22/12/2022 06:00,21.63,Spain,0.42,18.79,Furniture,DHL,Berlin,25.0908
525027,2,23/12/2022 20:00,38.12,Spain,0.18,26.26,Electronics,UPS,Berlin,62.5168
325880,2,1/01/2023 11:00,46.39,France,0.07,23.73,Stationery,Royal Mail,Berlin,86.2854
163305,2,31/01/2023 14:00,47.71,Norway,0.33,7.48,Apparel,DHL,Berlin,63.9314
250694,2,9/02/2023 12:00,73.17,Belgium,0.02,24.2,Apparel,DHL,Berlin,143.4132
284307,2,27/02/2023 19:00,71.68,Germany,0.27,21.97,Furniture,Royal Mail,Berlin,104.6528
185265,2,9/03/2023 01:00,44.62,Germany,0.2,12.05,Electronics,UPS,Berlin,71.392
586163,2,13/03/2023 12:00,22.2,Australia,0.15,14,Apparel,FedEx,Berlin,37.74
202267,2,20/03/2023 04:00,1.15,Australia,0.27,26.38,Stationery,UPS,Berlin,1.679
982373,2,28/03/2023 18:00,49.62,United States,0.21,28.7,Apparel,FedEx,Berlin,78.3996
545061,2,1/04/2023 18:00,81.74,United Kingdom,0.43,29.92,Accessories,FedEx,Berlin,93.1836
791323,2,4/04/2023 22:00,62.42,Australia,0.15,18.19,Accessories,Royal Mail,Berlin,106.114
902524,2,13/04/2023 07:00,1.8,France,0.19,27.75,Stationery,DHL,Berlin,2.916
128082,2,15/04/2023 03:00,78.08,France,0.31,21.23,Stationery,FedEx,Berlin,107.7504
111721,2,21/04/2023 12:00,36.32,Germany,0.1,18.52,Furniture,Royal Mail,Berlin,65.376
126250,2,1/05/2023 04:00,43.15,Portugal,0.4,8.73,Furniture,FedEx,Berlin,51.78
321043,2,3/05/2023 03:00,30.09,Netherlands,0.09,14.36,Furniture,FedEx,Berlin,54.7638
469453,2,7/05/2023 11:00,63.07,Norway,0.1,19.33,Apparel,UPS,Berlin,113.526
548827,2,12/05/2023 23:00,96.8,Portugal,0.01,25.84,Accessories,DHL,Berlin,191.664
167824,2,10/06/2023 07:00,65.28,Sweden,0.17,28.21,Furniture,DHL,Berlin,108.3648
340655,2,17/06/2023 01:00,13.18,Sweden,0.12,22.7,Stationery,FedEx,Berlin,23.1968
953670,2,23/06/2023 14:00,69.25,Portugal,0.33,11.14,Furniture,Royal Mail,Berlin,92.795
128577,2,13/07/2023 05:00,66.59,United Kingdom,0.36,19.34,Apparel,FedEx,Berlin,85.2352
931653,2,24/07/2023 16:00,43.14,France,0.08,27.6,Furniture,Royal Mail,Berlin,79.3776
922299,2,29/07/2023 00:00,47.6,Italy,0.03,20.88,Apparel,Royal Mail,Berlin,92.344
139906,2,31/08/2023 14:00,62.66,Australia,0.01,23.33,Electronics,DHL,Berlin,124.0668
518246,2,12/09/2023 10:00,88.57,United States,0.36,8.91,Electronics,Royal Mail,Berlin,113.3696
213944,2,2/10/2023 16:00,54.91,France,0.48,13.82,Furniture,FedEx,Berlin,57.1064
134758,2,20/10/2023 12:00,20.57,Sweden,0.4,9.87,Electronics,FedEx,Berlin,24.684
265233,2,7/11/2023 10:00,69.51,Australia,0.28,15.75,Furniture,DHL,Berlin,100.0944
379052,2,24/11/2023 17:00,85.69,Italy,0.33,24.5,Furniture,UPS,Berlin,114.8246
735154,2,3/12/2023 11:00,84.67,Norway,0.26,7.6,Apparel,DHL,Berlin,125.3116
173180,2,4/12/2023 05:00,71.56,United Kingdom,0.43,28.78,Accessories,DHL,Berlin,81.5784
451420,2,26/12/2023 11:00,63.55,France,0.35,11.07,Electronics,DHL,Berlin,82.615
552552,2,18/01/2024 13:00,88.55,Portugal,0.4,26,Electronics,Royal Mail,Berlin,106.26
377818,2,20/01/2024 21:00,56.04,Germany,0.12,16.61,Accessories,DHL,Berlin,98.6304
567108,2,24/01/2024 20:00,60.37,Belgium,0.43,24.39,Furniture,DHL,Berlin,68.8218
590850,2,9/02/2024 14:00,45.33,Australia,0.04,9.47,Accessories,FedEx,Berlin,87.0336
266852,2,12/02/2024 00:00,98.63,Belgium,0.03,10.63,Stationery,DHL,Berlin,191.3422
942594,2,18/02/2024 12:00,88.98,Portugal,0.49,16.53,Apparel,Royal Mail,Berlin,90.7596
362322,2,21/02/2024 23:00,25.05,Norway,0.2,15.49,Electronics,Royal Mail,Berlin,40.08
898289,2,27/02/2024 01:00,53.1,Belgium,0.34,23.34,Accessories,FedEx,Berlin,70.092
242841,2,16/03/2024 07:00,23.41,Portugal,0.32,29.11,Accessories,FedEx,Berlin,31.8376
840316,2,12/04/2024 14:00,34.28,United States,0.21,19.59,Accessories,FedEx,Berlin,54.1624
324535,2,13/04/2024 15:00,15.61,Belgium,0.18,6.12,Apparel,Royal Mail,Berlin,25.6004
432653,2,22/04/2024 05:00,31.9,Germany,0.29,27.06,Accessories,Royal Mail,Berlin,45.298
478521,2,9/05/2024 00:00,26.14,Norway,0,13.71,Accessories,FedEx,Berlin,52.28
260620,2,10/05/2024 12:00,39.96,Netherlands,0.45,18.69,Electronics,Royal Mail,Berlin,43.956
903885,2,13/05/2024 02:00,43.58,Sweden,0.44,7.98,Accessories,UPS,Berlin,48.8096
501272,2,18/05/2024 07:00,41.91,Sweden,0.25,21.32,Accessories,DHL,Berlin,62.865
195490,2,9/06/2024 21:00,42.98,United States,0.26,12.09,Electronics,FedEx,Berlin,63.6104
292758,2,13/06/2024 06:00,19.47,Portugal,0.27,15.14,Furniture,Royal Mail,Berlin,28.4262
820820,2,6/07/2024 19:00,50.61,Netherlands,0.17,7.91,Electronics,FedEx,Berlin,84.0126
596238,2,9/08/2024 12:00,12.69,United Kingdom,0.47,24.54,Accessories,DHL,Berlin,13.4514
487804,2,20/08/2024 10:00,31.94,Belgium,0.01,5.1,Apparel,Royal Mail,Berlin,63.2412
629164,2,22/08/2024 23:00,41.24,Australia,0.03,27.08,Accessories,FedEx,Berlin,80.0056
430638,2,24/08/2024 14:00,84.39,United Kingdom,0.33,29.31,Stationery,Royal Mail,Berlin,113.0826
681548,2,28/08/2024 12:00,77.99,Portugal,0.09,21.22,Electronics,UPS,Berlin,141.9418
156010,2,15/09/2024 13:00,34.42,United States,0.32,28.19,Furniture,UPS,Berlin,46.8112
863840,2,21/09/2024 02:00,5.11,Germany,0.01,11.48,Electronics,Royal Mail,Berlin,10.1178
424640,2,4/10/2024 05:00,82.69,United Kingdom,0.5,5.3,Electronics,Royal Mail,Berlin,82.69
364805,2,28/10/2024 08:00,24.16,Germany,0.14,24.93,Accessories,FedEx,Berlin,41.5552
831614,2,15/11/2024 05:00,35.63,Sweden,0.25,5.3,Electronics,DHL,Berlin,53.445
843259,2,13/12/2024 17:00,86.45,Australia,0.01,24.55,Accessories,DHL,Berlin,171.171
477481,2,4/01/2025 14:00,56.8,Sweden,0.33,12.94,Apparel,UPS,Berlin,76.112
321024,2,9/01/2025 21:00,48.86,Germany,0.31,20.14,Apparel,Royal Mail,Berlin,67.4268
476095,2,13/01/2025 17:00,5.15,Australia,0.48,29.98,Apparel,DHL,Berlin,5.356
529376,2,17/01/2025 23:00,33.2,Netherlands,0.41,18.18,Stationery,Royal Mail,Berlin,39.176
577049,2,18/01/2025 22:00,72.89,Sweden,0.31,26.14,Accessories,FedEx,Berlin,100.5882
566918,2,21/01/2025 06:00,72.49,France,0.31,23.26,Stationery,Royal Mail,Berlin,100.0362
788373,2,28/01/2025 13:00,12.1,Germany,0.14,18.27,Apparel,FedEx,Berlin,20.812
208463,2,13/02/2025 14:00,38.44,Sweden,0.3,19.66,Furniture,DHL,Berlin,53.816
776840,2,26/02/2025 21:00,35.9,Netherlands,0.29,27.21,Furniture,DHL,Berlin,50.978
881732,2,21/03/2025 20:00,78.86,Germany,0.07,26.22,Furniture,DHL,Berlin,146.6796
518860,2,10/04/2025 01:00,21.33,Belgium,0.26,20.54,Accessories,UPS,Berlin,31.5684
644982,2,7/05/2025 12:00,92.1,France,0.07,17.73,Apparel,DHL,Berlin,171.306
215950,2,12/05/2025 05:00,53.37,Portugal,0.26,15.68,Furniture,UPS,Berlin,78.9876
527060,2,19/05/2025 07:00,91.46,Italy,0.4,17.31,Accessories,Royal Mail,Berlin,109.752
668473,2,20/05/2025 08:00,25.57,Australia,0.3,23.75,Accessories,Royal Mail,Berlin,35.798
391810,2,22/05/2025 11:00,95.62,Germany,0.08,5.34,Accessories,Royal Mail,Berlin,175.9408
453779,2,18/06/2025 14:00,91.13,United States,0.41,6.59,Furniture,UPS,Berlin,107.5334
475477,2,21/06/2025 03:00,23.71,Spain,0.12,22.92,Accessories,DHL,Berlin,41.7296
672995,2,26/06/2025 04:00,96.7,France,0.05,7.54,Stationery,Royal Mail,Berlin,183.73
702727,2,30/07/2025 03:00,15.88,Italy,0.24,9.96,Apparel,DHL,Berlin,24.1376
622746,2,23/08/2025 02:00,61.86,United States,0.15,21.74,Stationery,FedEx,Berlin,105.162
214352,3,29/01/2020 04:00,81.27,Netherlands,0.09,18.39,Furniture,DHL,Berlin,221.8671
502662,3,24/02/2020 16:00,11.98,United States,0.33,10.32,Furniture,UPS,Berlin,24.0798
564071,3,13/03/2020 01:00,90.91,Norway,0.17,5.85,Electronics,FedEx,Berlin,226.3659
622828,3,14/04/2020 06:00,95.84,Australia,0,23.13,Electronics,Royal Mail,Berlin,287.52
293510,3,22/04/2020 18:00,82.12,Australia,0.11,19.07,Electronics,FedEx,Berlin,219.2604
398522,3,23/04/2020 22:00,40.62,Spain,0.36,25.4,Electronics,Royal Mail,Berlin,77.9904
543057,3,1/05/2020 13:00,33.96,Australia,0.29,8.71,Accessories,UPS,Berlin,72.3348
688717,3,16/05/2020 16:00,70.15,Sweden,0.03,6.4,Electronics,UPS,Berlin,204.1365
395138,3,1/06/2020 07:00,83.28,United Kingdom,0.31,25.78,Accessories,FedEx,Berlin,172.3896
759738,3,11/06/2020 21:00,34.25,Belgium,0.1,21.26,Stationery,DHL,Berlin,92.475
803798,3,17/06/2020 21:00,47.52,United States,0.28,14.72,Electronics,DHL,Berlin,102.6432
512811,3,26/06/2020 02:00,44.35,Australia,0.19,17.08,Apparel,UPS,Berlin,107.7705
731040,3,30/06/2020 21:00,89.49,Germany,0.21,8.57,Stationery,DHL,Berlin,212.0913
610470,3,13/07/2020 07:00,28.76,Belgium,0.37,8.76,Apparel,Royal Mail,Berlin,54.3564
379143,3,4/09/2020 11:00,49.71,Netherlands,0.27,10.95,Stationery,FedEx,Berlin,108.8649
587602,3,7/09/2020 08:00,6.87,Spain,0.34,20.49,Furniture,DHL,Berlin,13.6026
897135,3,24/09/2020 22:00,75.1,France,0.18,23.9,Accessories,DHL,Berlin,184.746
927679,3,6/10/2020 10:00,61.62,Sweden,0.43,24.94,Furniture,Royal Mail,Berlin,105.3702
576545,3,20/10/2020 20:00,58.47,France,0.37,19.33,Electronics,DHL,Berlin,110.5083
597488,3,26/10/2020 02:00,61.22,Germany,0.11,24.42,Furniture,UPS,Berlin,163.4574
675425,3,18/11/2020 11:00,69.81,France,0.34,26.68,Accessories,UPS,Berlin,138.2238
383007,3,25/11/2020 13:00,79.07,Spain,0.24,21.12,Accessories,DHL,Berlin,180.2796
992769,3,1/12/2020 11:00,96.18,Netherlands,0.29,10.73,Furniture,UPS,Berlin,204.8634
949326,3,7/12/2020 17:00,24.66,France,0.18,18.24,Apparel,DHL,Berlin,60.6636
573656,3,9/12/2020 23:00,73.1,Netherlands,0.16,17.12,Electronics,DHL,Berlin,184.212
308726,3,12/01/2021 11:00,76.1,France,0.32,23.94,Furniture,FedEx,Berlin,155.244
595898,3,18/01/2021 13:00,6.32,Portugal,0.16,18.22,Furniture,Royal Mail,Berlin,15.9264
627340,3,5/02/2021 15:00,8.45,France,0.49,28.57,Stationery,UPS,Berlin,12.9285
429963,3,5/02/2021 18:00,30.56,Sweden,0.21,5.44,Electronics,UPS,Berlin,72.4272
663739,3,11/02/2021 20:00,10.86,Italy,0.34,5.72,Electronics,FedEx,Berlin,21.5028
841067,3,13/02/2021 06:00,27.53,United Kingdom,0.13,22.36,Furniture,Royal Mail,Berlin,71.8533
439851,3,5/03/2021 23:00,14.9,United Kingdom,0.14,5.53,Accessories,FedEx,Berlin,38.442
582870,3,12/03/2021 02:00,22.17,United Kingdom,0.27,21.23,Furniture,Royal Mail,Berlin,48.5523
492647,3,20/03/2021 15:00,97.31,Australia,0.23,20.31,Electronics,UPS,Berlin,224.7861
212333,3,24/03/2021 10:00,61.27,Sweden,0.17,22.74,Furniture,FedEx,Berlin,152.5623
682296,3,1/04/2021 15:00,59.89,Portugal,0.02,9.53,Stationery,FedEx,Berlin,176.0766
578409,3,16/04/2021 17:00,16.41,France,0.2,5.62,Electronics,DHL,Berlin,39.384
121274,3,16/05/2021 16:00,20.92,Netherlands,0.35,15.3,Stationery,DHL,Berlin,40.794
464735,3,27/05/2021 18:00,60.95,Sweden,0.14,14.07,Electronics,DHL,Berlin,157.251
933160,3,22/06/2021 09:00,96.23,Germany,0.42,17.79,Accessories,UPS,Berlin,167.4402
360186,3,25/07/2021 06:00,46.97,Spain,0.32,11.45,Furniture,FedEx,Berlin,95.8188
229466,3,5/08/2021 12:00,78.16,Italy,0.02,15.98,Accessories,Royal Mail,Berlin,229.7904
875807,3,17/08/2021 09:00,77.01,Spain,0.21,27.67,Furniture,DHL,Berlin,182.5137
778063,3,28/08/2021 03:00,58.95,United States,0.27,20.27,Stationery,FedEx,Berlin,129.1005
902930,3,29/08/2021 13:00,96.71,Italy,0.45,18.75,Stationery,Royal Mail,Berlin,159.5715
812252,3,31/08/2021 04:00,36.55,Portugal,0.22,16.84,Accessories,Royal Mail,Berlin,85.527
234511,3,16/09/2021 20:00,97.33,United Kingdom,0.27,22.04,Electronics,FedEx,Berlin,213.1527
119659,3,17/09/2021 06:00,12.67,Belgium,0.18,28.73,Apparel,FedEx,Berlin,31.1682
803708,3,22/09/2021 11:00,20.29,Portugal,0.15,29.09,Apparel,FedEx,Berlin,51.7395
156947,3,25/09/2021 13:00,20.29,Australia,0.46,11.88,Apparel,Royal Mail,Berlin,32.8698
330502,3,2/10/2021 07:00,7.86,Portugal,0.03,10.23,Accessories,FedEx,Berlin,22.8726
204509,3,15/10/2021 01:00,48.59,Portugal,0.19,27.1,Furniture,Royal Mail,Berlin,118.0737
204332,3,19/10/2021 04:00,16.74,France,0.03,8.16,Furniture,UPS,Berlin,48.7134
137570,3,23/10/2021 02:00,59.8,Germany,0.17,13.7,Stationery,DHL,Berlin,148.902
616915,3,29/10/2021 03:00,74.35,Australia,0.2,6.76,Electronics,UPS,Berlin,178.44
258987,3,15/11/2021 23:00,46.25,France,0.29,28.8,Apparel,FedEx,Berlin,98.5125
421220,3,27/11/2021 08:00,58.49,United States,0.37,11.59,Apparel,Royal Mail,Berlin,110.5461
886351,3,8/12/2021 14:00,81.71,France,0.36,27.37,Stationery,DHL,Berlin,156.8832
195287,3,10/12/2021 10:00,85.76,Spain,0.26,25.21,Electronics,Royal Mail,Berlin,190.3872
333076,3,14/12/2021 11:00,10.92,France,0.31,11.76,Stationery,FedEx,Berlin,22.6044
564736,3,25/12/2021 17:00,56.15,Spain,0.32,6.92,Electronics,Royal Mail,Berlin,114.546
103515,3,9/01/2022 13:00,82.52,Netherlands,0.38,13.36,Apparel,Royal Mail,Berlin,153.4872
224698,3,18/01/2022 02:00,99.08,Australia,0.34,27.47,Furniture,Royal Mail,Berlin,196.1784
787055,3,5/02/2022 14:00,89.34,United States,0.36,19.21,Furniture,UPS,Berlin,171.5328
171301,3,14/02/2022 13:00,60.24,Australia,0.22,25.22,Stationery,DHL,Berlin,140.9616
740648,3,24/02/2022 15:00,67.11,France,0.21,13.89,Furniture,Royal Mail,Berlin,159.0507
472429,3,5/03/2022 06:00,97.96,France,0.47,17.66,Stationery,UPS,Berlin,155.7564
392338,3,8/03/2022 11:00,89.94,Norway,0.23,10.41,Electronics,UPS,Berlin,207.7614
187897,3,11/03/2022 01:00,21.5,Germany,0.28,16.69,Apparel,Royal Mail,Berlin,46.44
174319,3,21/04/2022 13:00,45.9,Spain,0.39,10.42,Electronics,FedEx,Berlin,83.997
744240,3,21/04/2022 15:00,62.07,Spain,0.46,21.15,Accessories,Royal Mail,Berlin,100.5534
334046,3,27/04/2022 08:00,53.6,Portugal,0.05,27.28,Electronics,UPS,Berlin,152.76
161779,3,30/04/2022 05:00,92.26,Sweden,0.21,23.11,Apparel,Royal Mail,Berlin,218.6562
754848,3,8/05/2022 22:00,78.98,Italy,0.17,20.95,Apparel,FedEx,Berlin,196.6602
742059,3,10/05/2022 19:00,88.11,Sweden,0.29,17.19,Furniture,FedEx,Berlin,187.6743
309957,3,17/05/2022 18:00,7.66,France,0.46,10.97,Electronics,Royal Mail,Berlin,12.4092
891598,3,19/05/2022 13:00,34.61,Italy,0.46,6.15,Apparel,Royal Mail,Berlin,56.0682
882031,3,18/07/2022 21:00,26.86,United States,0.32,17.02,Apparel,FedEx,Berlin,54.7944
794402,3,25/07/2022 06:00,39.79,Norway,0.09,7.99,Stationery,DHL,Berlin,108.6267
628621,3,27/07/2022 04:00,9.81,Italy,0.42,7.38,Furniture,Royal Mail,Berlin,17.0694
166778,3,30/07/2022 11:00,44.59,Sweden,0.45,19.49,Electronics,Royal Mail,Berlin,73.5735
192526,3,6/08/2022 15:00,25.56,United Kingdom,0.16,16.34,Accessories,UPS,Berlin,64.4112
495722,3,12/08/2022 20:00,98.26,Netherlands,0.26,17.41,Stationery,UPS,Berlin,218.1372
334855,3,13/08/2022 05:00,78.79,Sweden,0.22,7.13,Accessories,DHL,Berlin,184.3686
220014,3,20/08/2022 18:00,8.76,Belgium,0.46,23.32,Electronics,UPS,Berlin,14.1912
514097,3,26/08/2022 16:00,82.39,Norway,0.25,26.87,Accessories,UPS,Berlin,185.3775
604254,3,2/09/2022 17:00,59.55,Italy,0.47,29.92,Apparel,Royal Mail,Berlin,94.6845
736651,3,13/09/2022 11:00,45.11,Sweden,0.07,19.54,Stationery,FedEx,Berlin,125.8569
802166,3,17/09/2022 16:00,71.81,United Kingdom,0.05,16.8,Furniture,UPS,Berlin,204.6585
932210,3,4/10/2022 02:00,99.98,Italy,0.23,6.5,Accessories,DHL,Berlin,230.9538
212364,3,7/10/2022 12:00,28.41,Norway,0.28,8.66,Apparel,FedEx,Berlin,61.3656
277059,3,15/10/2022 07:00,6.93,Sweden,0.03,29.62,Stationery,UPS,Berlin,20.1663
421651,3,20/10/2022 20:00,33.95,Spain,0.34,11.06,Electronics,DHL,Berlin,67.221
442709,3,28/10/2022 21:00,69.58,Sweden,0.36,8.37,Accessories,FedEx,Berlin,133.5936
321141,3,9/11/2022 01:00,34.1,Italy,0.41,25.3,Electronics,DHL,Berlin,60.357
629567,3,14/12/2022 02:00,12.64,Belgium,0.2,15.27,Electronics,UPS,Berlin,30.336
912879,3,21/12/2022 04:00,83.83,Spain,0.18,23.52,Accessories,FedEx,Berlin,206.2218
600267,3,25/12/2022 07:00,67.57,Spain,0.19,29.08,Electronics,DHL,Berlin,164.1951
569988,3,5/01/2023 19:00,10.52,Portugal,0.3,12.65,Stationery,UPS,Berlin,22.092
641156,3,6/01/2023 12:00,26.22,Australia,0.13,9.43,Accessories,FedEx,Berlin,68.4342
520871,3,8/01/2023 04:00,61.29,Italy,0.16,25.06,Electronics,FedEx,Berlin,154.4508
736600,3,31/01/2023 00:00,69.11,Sweden,0.4,27.2,Apparel,UPS,Berlin,124.398
253807,3,21/02/2023 22:00,74.76,Sweden,0.08,15.46,Furniture,FedEx,Berlin,206.3376
195446,3,14/03/2023 03:00,3.38,Australia,0.05,21.63,Apparel,UPS,Berlin,9.633
557044,3,26/03/2023 20:00,24.82,Portugal,0.18,12.9,Stationery,FedEx,Berlin,61.0572
375364,3,31/03/2023 12:00,1.4,France,0.33,10.67,Apparel,Royal Mail,Berlin,2.814
373079,3,31/03/2023 18:00,83.56,Sweden,0.02,27.31,Stationery,FedEx,Berlin,245.6664
906955,3,2/05/2023 09:00,6.76,Belgium,0.38,17.43,Stationery,FedEx,Berlin,12.5736
590994,3,19/05/2023 11:00,43.48,Australia,0.48,28.86,Accessories,UPS,Berlin,67.8288
912846,3,28/06/2023 06:00,71.83,Spain,0.06,23.54,Electronics,FedEx,Berlin,202.5606
791047,3,28/06/2023 16:00,3.23,Sweden,0.07,11.7,Electronics,DHL,Berlin,9.0117
